Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0407 · TRADER-044,G10,2110493,153907,37.519,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0408 · TRADER-044,G10,940642,-143840,82.968,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0409 · TRADER-045,G10,3048937,-104015,45.101,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0410 · TRADER-045,G10,-4532925,207133,7.938,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0411 · TRADER-046,G10,2132163,447170,43.264,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0412 · TRADER-046,G10,-4701237,153640,80.387,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0413 · TRADER-047,G10,1372773,398576,48.139,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0414 · TRADER-047,G10,3392548,-300434,47.485,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0415 · TRADER-048,G10,3219910,-320805,19.081,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - GBP/USD XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0416 · TRADER-048,G10,3748394,276429,96.787,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0417 · TRADER-049,G10,4653295,-347261,29.821,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0418 · TRADER-049,G10,2270840,-31813,59.071,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0419 · TRADER-050,G10,4717115,-205309,5.145,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0420 · TRADER-050,G10,2843894,-508691,50.863,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0421 · TRADER-051,G10,-4944111,-267675,15.997,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 3Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0422 · TRADER-051,G10,594498,229548,51.203,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0423 · TRADER-052,G10,1877104,236567,79.233,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0424 · TRADER-052,G10,2935746,489381,97.063,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0425 · TRADER-053,G10,-2404834,-146263,35.56,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0426 · TRADER-053,G10,1114169,400003,99.83,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0427 · TRADER-054,G10,790926,-420837,98.359,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0428 · TRADER-054,G10,2642663,219837,55.37,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0429 · TRADER-055,G10,2642521,-300993,57.11,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0430 · TRADER-055,G10,4762436,-77434,56.36,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0431 · TRADER-056,G10,4468591,435952,46.039,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0432 · TRADER-056,G10,3319575,-246384,71.832,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0433 · TRADER-057,G10,2711564,537547,52.961,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0434 · TRADER-057,G10,3207262,481155,17.681,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0435 · TRADER-058,G10,2574360,-330567,73.844,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0436 · TRADER-058,G10,-1239802,-372233,95.65,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0437 · TRADER-059,G10,-2847458,-43491,16.542,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0438 · TRADER-059,G10,-1680866,-548800,10.897,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0439 · TRADER-060,G10,-3996335,-71759,96.099,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0440 · TRADER-060,G10,-4071711,-521939,66.509,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0441 · TRADER-061,G10,-623916,535293,33.46,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0442 · TRADER-061,G10,4297419,324207,40.001,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0443 · TRADER-062,G10,-4513105,-148916,45.387,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0444 · TRADER-062,G10,-2261724,-268402,99.703,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0445 · TRADER-063,G10,3221839,-351587,64.9,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0446 · TRADER-063,G10,1132821,-362967,99.437,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0447 · TRADER-064,G10,2223394,-263766,93.843,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0448 · TRADER-064,G10,2153832,173364,78.388,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0449 · TRADER-065,G10,549398,481845,7.497,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0450 · TRADER-065,G10,447310,524064,30.702,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0451 · TRADER-066,G10,2070608,-98134,58.654,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0452 · TRADER-066,G10,-4878252,-151185,76.101,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0453 · TRADER-067,G10,-1960068,-25337,93.422,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0454 · TRADER-067,G10,548145,93181,60.761,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0455 · TRADER-068,G10,-4336896,390913,43.139,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0456 · TRADER-068,G10,-2558172,-326700,65.883,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0457 · TRADER-069,G10,-1372119,-109359,6.186,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0458 · TRADER-069,G10,-4211885,-121515,17.418,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0459 · TRADER-070,G10,3840901,394305,94.841,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0460 · TRADER-070,G10,1854503,424831,91.948,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0461 · TRADER-071,G10,3243893,310574,19.796,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0462 · TRADER-071,G10,-2638672,-282653,51.329,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0463 · TRADER-072,G10,2175581,-69224,8.626,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0464 · TRADER-072,G10,-591717,-362719,55.009,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0465 · TRADER-073,G10,4987739,-522708,56.202,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0466 · TRADER-073,G10,-4894350,538228,84.491,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0467 · TRADER-074,G10,2709155,-406576,30.843,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0468 · TRADER-074,G10,-3990732,317913,62.453,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0469 · TRADER-075,G10,-2563018,488335,97.617,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0470 · TRADER-075,G10,-1009365,-10825,50.129,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0471 · TRADER-076,G10,-1837862,487693,86.184,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0472 · TRADER-076,G10,507842,187646,41,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0473 · TRADER-077,G10,-2606003,-340171,21.739,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0474 · TRADER-077,G10,1220132,-390312,28.088,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0475 · TRADER-078,G10,3841147,332805,98.706,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0476 · TRADER-078,G10,1614705,-133024,84.26,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0477 · TRADER-079,G10,-3025331,-43456,25.401,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0478 · TRADER-079,G10,-4856274,-367909,19.017,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0479 · TRADER-080,G10,2544954,-91899,26.841,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0480 · TRADER-080,G10,2467193,36151,12.825,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0481 · TRADER-081,G10,-1325698,171453,97.984,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0482 · TRADER-081,G10,-396493,-178365,61.852,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0483 · TRADER-082,G10,4880311,-389080,62.031,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0484 · TRADER-082,G10,343088,-63796,18.154,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0485 · TRADER-083,G10,-1025046,-92427,24.617,,,,,,,,,,,,
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0486 · TRADER-083,Index,521348,-496680,56.945,521348,-496680,427505.36,-407277.6,615190.64,-586082.4,5734.83,-5463.48,-41707.84,39734.4,182471.8,-173838
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0487 · TRADER-084,Index,3621123,-415163,11.209,3621123,-415163,2969320.86,-340433.66,4272925.14,-489892.34,39832.35,-4566.79,-289689.84,33213.04,1267393.05,-145307.05
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0488 · TRADER-084,Index,1656844,228327,60.834,1656844,228327,1358612.08,187228.14,1955075.92,269425.86,18225.28,2511.6,-132547.52,-18266.16,579895.4,79914.45
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0489 · TRADER-085,Index,4129941,-493579,74.785,4129941,-493579,3386551.62,-404734.78,4873330.38,-582423.22,45429.35,-5429.37,-330395.28,39486.32,1445479.35,-172752.65
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0490 · TRADER-085,Index,1335460,-193294,89.832,1335460,-193294,1095077.2,-158501.08,1575842.8,-228086.92,14690.06,-2126.23,-106836.8,15463.52,467411,-67652.9
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0491 · TRADER-086,Index,3794225,-263989,92.413,3794225,-263989,3111264.5,-216470.98,4477185.5,-311507.02,41736.47,-2903.88,-303538,21119.12,1327978.75,-92396.15
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0492 · TRADER-086,Index,-1263258,116601,93.916,-1263258,116601,-1035871.56,95612.82,-1490644.44,137589.18,-13895.84,1282.61,101060.64,-9328.08,-442140.3,40810.35
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0493 · TRADER-087,Index,-2088109,18792,29.345,-2088109,18792,-1712249.38,15409.44,-2463968.62,22174.56,-22969.2,206.71,167048.72,-1503.36,-730838.15,6577.2
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0494 · TRADER-087,Single Name,1148970,-292733,7.327,1148970,-292733,942155.4,-240041.06,1355784.6,-345424.94,12638.67,-3220.06,-91917.6,23418.64,402139.5,-102456.55
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0495 · TRADER-088,Single Name,3849486,-182489,49.899,3849486,-182489,3156578.52,-149640.98,4542393.48,-215337.02,42344.35,-2007.38,-307958.88,14599.12,1347320.1,-63871.15
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0496 · TRADER-088,Single Name,2120723,162828,76.158,2120723,162828,1738992.86,133518.96,2502453.14,192137.04,23327.95,1791.11,-169657.84,-13026.24,742253.05,56989.8
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0497 · TRADER-089,Single Name,4300025,-508829,88.277,4300025,-508829,3526020.5,-417239.78,5074029.5,-600418.22,47300.27,-5597.12,-344002,40706.32,1505008.75,-178090.15
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0498 · TRADER-089,Index,-2198845,351093,52.592,-2198845,351093,-1803052.9,287896.26,-2594637.1,414289.74,-24187.29,3862.02,175907.6,-28087.44,-769595.75,122882.55
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0499 · TRADER-090,Index,3493841,385653,87.835,3493841,385653,2864949.62,316235.46,4122732.38,455070.54,38432.25,4242.18,-279507.28,-30852.24,1222844.35,134978.55
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0500 · TRADER-090,Index,1592394,96325,88.553,1592394,96325,1305763.08,78986.5,1879024.92,113663.5,17516.33,1059.58,-127391.52,-7706,557337.9,33713.75
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0001 · TRADER-001,Index,2904293,385182,47.024,2904293,385182,2381520.26,315849.24,3427065.74,454514.76,31947.22,4237,-232343.44,-30814.56,1016502.55,134813.7
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0002 · TRADER-001,Index,2850368,-205004,15.936,2850368,-205004,2337301.76,-168103.28,3363434.24,-241904.72,31354.05,-2255.04,-228029.44,16400.32,997628.8,-71751.4
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0003 · TRADER-002,Index,4996370,454129,18.578,4996370,454129,4097023.4,372385.78,5895716.6,535872.22,54960.07,4995.42,-399709.6,-36330.32,1748729.5,158945.15
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0004 · TRADER-002,Single Name,-2509804,-431353,58.353,-2509804,-431353,-2058039.28,-353709.46,-2961568.72,-508996.54,-27607.84,-4744.88,200784.32,34508.24,-878431.4,-150973.55
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0005 · TRADER-003,Single Name,3936531,-11922,45.334,3936531,-11922,3227955.42,-9776.04,4645106.58,-14067.96,43301.84,-131.14,-314922.48,953.76,1377785.85,-4172.7
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0006 · TRADER-003,Single Name,-1603944,29768,83.942,-1603944,29768,-1315234.08,24409.76,-1892653.92,35126.24,-17643.38,327.45,128315.52,-2381.44,-561380.4,10418.8
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0007 · TRADER-004,Oil,-2169151,-323530,86.19,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0008 · TRADER-004,Oil,-2401376,207168,18.573,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0009 · TRADER-005,Oil,863444,362330,69.054,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0010 · TRADER-005,Precious,925609,124594,44.294,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0011 · TRADER-006,Precious,2803790,-91276,33.523,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0012 · TRADER-006,Precious,-4154785,260891,76.247,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0013 · TRADER-007,Gas,-540835,-517723,58.523,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0014 · TRADER-007,Gas,1817188,-179902,13.664,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0015 · TRADER-008,Gas,-2788069,-470899,14.849,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0016 · TRADER-008,Oil,1870488,-182755,46.777,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0017 · TRADER-009,Oil,-2107945,522603,15.05,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0018 · TRADER-009,Oil,818400,-148612,11.986,,,,,,,,,,,,
